1,"0,0034"
11,"0,00773636"
21,"0,0135714"
31,"0,0124839"
41,"0,0122049"
51,"0,0122471"
61,"0,0123"
71,"0,0128352"
81,"0,012816"
91,"0,0127407"
101,"0,0130703"
111,"0,0129486"
121,"0,0135132"
131,"0,0127008"
141,"0,0127738"
151,"0,0121278"
161,"0,0124068"
171,"0,0133433"
181,"0,0126674"
191,"0,0132958"
201,"0,012698"
211,"0,0129009"
221,"0,0141195"
231,"0,0126117"
241,"0,0126618"
251,"0,0126841"
261,"0,0127812"
271,"0,0136487"
281,"0,0130673"
291,"0,0131629"
301,"0,0133445"
311,"0,013099"
321,"0,0133642"
331,"0,012964"
341,"0,0132569"
351,"0,0135536"
361,"0,013051"
371,"0,0127701"
381,"0,0130105"
391,"0,0132859"
401,"0,0136224"
411,"0,0130124"
421,"0,0133903"
431,"0,0131478"
441,"0,0131311"
451,"0,012798"
461,"0,0129824"
471,"0,012693"
481,"0,0128351"
491,"0,0128483"
501,"0,0132509"
511,"0,0130431"
521,"0,0133524"
531,"0,0125972"
541,"0,0131229"
551,"0,0128492"
561,"0,012903"
571,"0,0130697"
581,"0,0125986"
591,"0,0129445"
601,"0,0129855"
611,"0,0128417"
621,"0,0126486"
631,"0,0126683"
641,"0,0123003"
651,"0,0122942"
661,"0,0126269"
671,"0,0133562"
681,"0,0126386"
691,"0,0125745"
701,"0,0128392"
711,"0,0125779"
721,"0,0125501"
731,"0,0129932"
741,"0,0124803"
751,"0,012485"
761,"0,0141083"
771,"0,0124009"
781,"0,012202"
791,"0,0124622"
801,"0,0126919"
811,"0,0127883"
821,"0,0131979"
831,"0,0136052"
841,"0,0127315"
851,"0,0123988"
861,"0,0136871"
871,"0,0124249"
881,"0,0134116"
891,"0,0134286"
901,"0,0123243"
911,"0,0143945"
921,"0,0120267"
931,"0,0131628"
941,"0,0152583"
951,"0,0120485"
961,"0,0143509"
971,"0,0148734"
981,"0,0148207"
991,"0,0159212"
1001,"0,0161303"
1011,"0,0134232"
1021,"0,0154786"
1031,"0,0135888"
1041,"0,012198"
1051,"0,0117435"
1061,"0,0123181"
1071,"0,0137629"
1081,"0,0173194"
1091,"0,0122275"
1101,"0,0139306"
1111,"0,0122845"
1121,"0,0122928"
1131,"0,017308"
1141,"0,0138915"
1151,"0,0138762"
1161,"0,0128319"
1171,"0,0140166"
1181,"0,0140506"
1191,"0,0128985"
1201,"0,0129087"
1211,"0,0142164"
1221,"0,0141573"
1231,"0,0142825"
1241,"0,0133299"
1251,"0,0143926"
1261,"0,014641"
1271,"0,0136098"
1281,"0,0146689"
1291,"0,0137748"
1301,"0,0137459"
1311,"0,0148548"
